#mpa_vJun23_CHOCOPhlAnSGB_202403
#/usr/local/bin/metaphlan --input_type bowtie2out --index latest --bowtie2db metaphlan --nproc 1 --unclassified_estimation -o metaphlan_unknown_list.tsv /dev/fd/63
#30422593 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.030603596582176793	
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.028481621472472702	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.026839055554220274	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.023546064550642443	
k__Bacteria|p__Firmicutes|c__CFGB74971	2|1239|	0.01975794602146699	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.017997492597119892	
k__Bacteria|p__Firmicutes|c__CFGB2831	2|1239|	0.01662213835934872	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.0151210374484099	
k__Bacteria|p__Firmicutes|c__CFGB2983	2|1239|	0.014735938261833972	
k__Bacteria|p__Firmicutes|c__CFGB3041	2|1239|	0.01223672313262693	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.0120323847887295	
k__Bacteria|p__Firmicutes|c__CFGB1260	2|1239|	0.011576553098496768	
k__Bacteria|p__Firmicutes|c__CFGB1262	2|1239|	0.011034270570461278	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.010216917194871554	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.008943732129049099	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.008715816283932733	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.007977054579072789	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.00442471106208668	
k__Bacteria|p__Firmicutes|c__CFGB3004	2|1239|	0.002774285976761276	
k__Bacteria|p__Firmicutes|c__CFGB2844	2|1239|	0.002310595119455567	
k__Bacteria|p__Firmicutes|c__CFGB77202	2|1239|	0.0009823958841222648	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.0006051558646193151	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	39.3254408472545	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	27.88410471824832	
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062	2|1239||	2.1428176207816296	
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985	2|1239||	1.3378581516659922	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.9080167269435998	
k__Bacteria|p__Firmicutes|c__CFGB2979|o__OFGB2979	2|1239||	0.7467937736085267	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	0.6607280349923433	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.6510691186596533	
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875	2|1239||	0.5048650336010414	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.46288922226426515	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107	2|1798710||	0.4003852665328702	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106	2|1798710||	0.37657199030174654	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.37276029427135215	
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069	2|1239||	0.3148067962752115	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.29952071631826904	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.23899727068926457	
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916	2|1239||	0.20884164663024754	
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918	2|1239||	0.1976816293866186	
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.1841088478515854	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.13781049462467132	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.10921884481317691	
k__Bacteria|p__Firmicutes|c__CFGB77241|o__OFGB77241	2|1239||	0.10621664299129926	
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898	2|1239||	0.10077024020972543	
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.09592899329277091	
