#mpa_vJun23_CHOCOPhlAnSGB_202403
#/usr/local/bin/metaphlan --input_type bowtie2out --index latest --bowtie2db metaphlan --nproc 1 --unclassified_estimation -o metaphlan_unknown_list.tsv /dev/fd/63
#41654579 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	9.91055	
k__Bacteria	2	90.08945005595724	
k__Bacteria|p__Bacteroidota	2|976	56.98561316775547	
k__Bacteria|p__Firmicutes	2|1239	30.51714355347011	
k__Bacteria|p__Actinobacteria	2|201174	1.0990732727926673	
k__Bacteria|p__Proteobacteria	2|1224	1.0864607497848333	
k__Bacteria|p__Synergistetes	2|508458	0.25046668904557234	
k__Bacteria|p__Verrucomicrobia	2|74201	0.12528739819281973	
k__Bacteria|p__Bacteria_unclassified	2|	0.025405224915779942	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	56.98561316775547	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	27.384364008279245	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.074796070568718	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.0864607497848333	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.047334901625531	
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	0.7078508269796673	
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.25046668904557234	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.15512502405135278	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.12528739819281973	
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.07407154583600804	
k__Bacteria|p__Firmicutes|c__CFGB1303	2|1239|	0.06332387444433235	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.05173837116713625	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.03744117544325583	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.025405224915779942	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.0141170168237685	
k__Bacteria|p__Firmicutes|c__CFGB45628	2|1239|	0.003909882132428545	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.0018198068911303364	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.00031531307519585037	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	56.98561316775547	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	26.3205877820185	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	2.074796070568718	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.0864607497848333	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	1.063776226260743	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.9155700719736878	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012	2|1239||	0.7078508269796673	
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.25046668904557234	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.15512502405135278	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.13176482965184305	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.12528739819281973	
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380	2|1239||	0.07407154583600804	
k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303	2|1239||	0.06332387444433235	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0.05173837116713625	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.03744117544325583	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.025405224915779942	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.0141170168237685	
k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628	2|1239||	0.003909882132428545	
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	2|1239||	0.0018198068911303364	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.00031531307519585037	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	44.079101257553845	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	16.9409066715525	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	9.799570019286804	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	5.436682096196885	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	2.939825961061014	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	2.074796070568718	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	1.8092393986387725	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	1.1145326224222694	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	1.0864607497848333	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	1.063776226260743	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.9155700719736878	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.8574173319625675	
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012	2|1239|||	0.7078508269796673	
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	2|508458|649775|649776|649777	0.25046668904557234	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.1671159298538007	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.15512502405135278	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0.1436566370592294	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.13176482965184305	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	0.12528739819281973	
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380	2|1239|||	0.07407154583600804	
k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303	2|1239|||	0.06332387444433235	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.05173837116713625	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.03744117544325583	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2||||	0.025405224915779942	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae	2|1239|186801|186802|186807	0.016630512480329707	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038	2|1239|||	0.0141170168237685	
k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628	2|1239|||	0.003909882132428545	
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982	2|1239|||	0.0018198068911303364	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Bianqueaceae	2|1239|186801|186802|2944142	0.0015225117059456774	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936	2|1239|||	0.00031531307519585037	
